State,District,Schooltype,Schoolrating,SchoolName,Count
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,MARTIN LUTHER KING JR. EARLY COLLEGE,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,LAKE INTERNATIONAL SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,KUNSMILLER CREATIVE ARTS ACADEMY,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,KEPNER MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,VENTURE PREP,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,DENVER CENTER FOR INTERNATIONAL STUDIES,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,CENTENNIAL K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,CESAR CHAVEZ ACADEMY DENVER,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,NOEL MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,BRUCE RANDOLPH SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,DENVER SCHOOL OF THE ARTS,1
Colorado,DENVER COUNTY 1,Middle Schools,F - Grade Schools,ESCUELA TLATELOLCO SCHOOL,1
Colorado,DOLORES COUNTY RE NO.2,Elementary Schools,D - Grade Schools,SEVENTH STREET ELEMENTARY SCHOOL,1
Colorado,DOLORES COUNTY RE NO.2,High Schools,F - Grade Schools,DOVE CREEK HIGH SCHOOL,1
Colorado,DOLORES COUNTY RE NO.2,Middle Schools,F - Grade Schools,DOVE CREEK HIGH SCHOOL,1
Colorado,DOLORES RE-4A,Elementary Schools,C - Grade Schools,DOLORES ELEMENTARY SCHOOL,1
Colorado,DOLORES RE-4A,High Schools,B - Grade Schools,DOLORES HIGH SCHOOL,1
Colorado,DOLORES RE-4A,Middle Schools,C - Grade Schools,DOLORES MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,REDSTONE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,NORTHRIDGE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,LONE TREE ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,STONE MOUNTAIN ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,COPPER MESA ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,CORE KNOWLEDGE CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,BEAR CANYON ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,A - Grade Schools,FLAGSTONE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,SUMMIT VIEW ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,SOARING HAWK ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,SADDLE RANCH ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,PRAIRIE CROSSING ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,FOX CREEK ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,EAGLE RIDGE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,NORTH STAR ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,ACRES GREEN ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,ACADEMY CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,TIMBER TRAIL ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,SAND CREEK ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,PLATTE RIVER CHARTER ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,PINE GROVE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,MEADOW VIEW ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,LEGACY POINT ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,LARKSPUR ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,HERITAGE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,MAMMOTH HEIGHTS ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,ELDORADO ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,COYOTE CREEK ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,GOLD RUSH ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,AMERICAN ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,SEDALIA ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,PIONEER ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,FRONTIER VALLEY ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,ROCK RIDGE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,COUGAR RUN ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,CASTLE ROCK ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,BUFFALO RIDGE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,B - Grade Schools,CLEAR SKY ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,TRAILBLAZER ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,SKYVIEW ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,CHEROKEE TRAIL ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,CHERRY VALLEY ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,PINE LANE ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,NORTHEAST ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,D C S MONTESSORI CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,SAGE CANYON ELEMENTARY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,IRON HORSE ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,FRANKTOWN ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,ROXBOROUGH INTERMEDIATE,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,ARROWWOOD ELEMENTARY SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,C - Grade Schools,BEN FRANKLIN ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,F - Grade Schools,EDCSD: COLORADO CYBER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Elementary Schools,F - Grade Schools,HOPE ON-LINE,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,B - Grade Schools,HIGHLANDS RANCH HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,B - Grade Schools,PONDEROSA HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,THUNDERRIDGE HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,ROCK CANYON HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,MOUNTAIN VISTA HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,LEGEND HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,HOPE ON-LINE,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,DOUGLAS COUNTY HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,CHAPARRAL HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,C - Grade Schools,CASTLE VIEW HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,F - Grade Schools,EDCSD: COLORADO CYBER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,High Schools,F - Grade Schools,STEM MIDDLE & HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,A - Grade Schools,CORE KNOWLEDGE CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,A - Grade Schools,AMERICAN ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,B - Grade Schools,PLATTE RIVER CHARTER ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,B - Grade Schools,ACADEMY CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,B - Grade Schools,NORTH STAR ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,B - Grade Schools,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,B - Grade Schools,BEN FRANKLIN ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,SKYVIEW ACADEMY,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,MOUNTAIN RIDGE MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,CRESTHILL MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,ROCKY HEIGHTS MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,RANCH VIEW MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,SIERRA MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,STEM MIDDLE & HIGH SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,CASTLE ROCK MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,MESA MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,CIMARRON MIDDLE,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,SAGEWOOD MIDDLE SCHOOL,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,C - Grade Schools,HOPE ON-LINE,1
Colorado,DOUGLAS COUNTY RE 1,Middle Schools,F - Grade Schools,EDCSD: COLORADO CYBER SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,B - Grade Schools,FORT LEWIS MESA ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,B - Grade Schools,ANIMAS VALLEY ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,C - Grade Schools,RIVERVIEW ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,C - Grade Schools,SUNNYSIDE ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,C - Grade Schools,PARK ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,C - Grade Schools,NEEDHAM ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,Elementary Schools,D - Grade Schools,FLORIDA MESA ELEMENTARY SCHOOL,1
Colorado,DURANGO 9-R,High Schools,C - Grade Schools,DURANGO HIGH SCHOOL,1
Colorado,DURANGO 9-R,Middle Schools,C - Grade Schools,ESCALANTE MIDDLE SCHOOL,1
Colorado,DURANGO 9-R,Middle Schools,C - Grade Schools,MILLER MIDDLE SCHOOL,1
Colorado,EADS RE-1,Elementary Schools,F - Grade Schools,EADS ELEMENTARY SCHOOL,1
Colorado,EADS RE-1,High Schools,D - Grade Schools,EADS HIGH SCHOOL,1
Colorado,EADS RE-1,Middle Schools,B - Grade Schools,EADS MIDDLE SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,B - Grade Schools,EDWARDS ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,B - Grade Schools,RED SANDSTONE ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,B - Grade Schools,AVON ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,HOMESTAKE PEAK SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,JUNE CREEK ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,EAGLE VALLEY ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,BRUSH CREEK ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,RED HILL ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,GYPSUM ELEMENTARY SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,C - Grade Schools,EAGLE COUNTY CHARTER ACADEMY,1
Colorado,EAGLE COUNTY RE 50,Elementary Schools,F - Grade Schools,VAIL SKI AND SNOWBOARD ACADEMY (USSA),1
Colorado,EAGLE COUNTY RE 50,High Schools,C - Grade Schools,BATTLE MOUNTAIN HIGH SCHOOL,1
Colorado,EAGLE COUNTY RE 50,High Schools,C - Grade Schools,VAIL SKI AND SNOWBOARD ACADEMY (USSA),1
Colorado,EAGLE COUNTY RE 50,High Schools,D - Grade Schools,EAGLE VALLEY HIGH SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Middle Schools,A - Grade Schools,GYPSUM CREEK MIDDLE SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Middle Schools,B - Grade Schools,EAGLE VALLEY MIDDLE SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Middle Schools,C - Grade Schools,EAGLE COUNTY CHARTER ACADEMY,1
Colorado,EAGLE COUNTY RE 50,Middle Schools,C - Grade Schools,BERRY CREEK MIDDLE SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Middle Schools,C - Grade Schools,HOMESTAKE PEAK SCHOOL,1
Colorado,EAGLE COUNTY RE 50,Middle Schools,D - Grade Schools,VAIL SKI AND SNOWBOARD ACADEMY (USSA),1
Colorado,EAST GRAND 2,Elementary Schools,A - Grade Schools,FRASER VALLEY ELEMENTARY SCHOOL,1
Colorado,EAST GRAND 2,Elementary Schools,C - Grade Schools,GRANBY ELEMENTARY SCHOOL,1
Colorado,EAST GRAND 2,Elementary Schools,F - Grade Schools,INDIAN PEAKS CHARTER SCHOOL,1
Colorado,EAST GRAND 2,High Schools,B - Grade Schools,MIDDLE PARK HIGH SCHOOL,1
Colorado,EAST GRAND 2,Middle Schools,B - Grade Schools,EAST GRAND MIDDLE SCHOOL,1
Colorado,EAST GRAND 2,Middle Schools,C - Grade Schools,INDIAN PEAKS CHARTER SCHOOL,1
Colorado,EAST OTERO R-1,Elementary Schools,C - Grade Schools,LA JUNTA INTERMEDIATE SCHOOL,1
Colorado,EAST OTERO R-1,High Schools,F - Grade Schools,LA JUNTA JR/SR HIGH SCHOOL,1
Colorado,EAST OTERO R-1,Middle Schools,F - Grade Schools,LA JUNTA JR/SR HIGH SCHOOL,1
Colorado,EATON RE-2,Elementary Schools,B - Grade Schools,BENJAMIN EATON ELEMENTARY SCHOOL,1
Colorado,EATON RE-2,Elementary Schools,C - Grade Schools,GALETON ELEMENTARY SCHOOL,1
Colorado,EATON RE-2,High Schools,D - Grade Schools,EATON HIGH SCHOOL,1
Colorado,EATON RE-2,Middle Schools,C - Grade Schools,EATON MIDDLE SCHOOL,1
Colorado,EDISON 54 JT,Elementary Schools,D - Grade Schools,EDISON ELEMENTARY SCHOOL,1
Colorado,EDISON 54 JT,High Schools,A - Grade Schools,EDISON JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,EDISON 54 JT,High Schools,F - Grade Schools,EDISON ACADEMY,1
Colorado,EDISON 54 JT,Middle Schools,C - Grade Schools,EDISON JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,ELBERT 200,Elementary Schools,D - Grade Schools,ELBERT ELEMENTARY SCHOOL,1
Colorado,ELBERT 200,High Schools,B - Grade Schools,ELBERT JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,ELBERT 200,Middle Schools,C - Grade Schools,ELBERT JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,ELIZABETH C-1,Elementary Schools,C - Grade Schools,RUNNING CREEK ELEMENTARY SCHOOL,1
Colorado,ELIZABETH C-1,Elementary Schools,C - Grade Schools,SINGING HILLS ELEMENTARY SCHOOL,1
Colorado,ELIZABETH C-1,Elementary Schools,F - Grade Schools,LEGACY ACADEMY,1
Colorado,ELIZABETH C-1,High Schools,C - Grade Schools,ELIZABETH HIGH SCHOOL,1
Colorado,ELIZABETH C-1,Middle Schools,B - Grade Schools,LEGACY ACADEMY,1
Colorado,ELIZABETH C-1,Middle Schools,C - Grade Schools,ELIZABETH MIDDLE SCHOOL,1
Colorado,ELLICOTT 22,Elementary Schools,C - Grade Schools,ELLICOTT ELEMENTARY SCHOOL,1
Colorado,ELLICOTT 22,High Schools,C - Grade Schools,ELLICOTT SENIOR HIGH SCHOOL,1
Colorado,ELLICOTT 22,Middle Schools,C - Grade Schools,ELLICOTT MIDDLE SCHOOL,1
Colorado,ENGLEWOOD 1,Elementary Schools,C - Grade Schools,CLAYTON ELEMENTARY SCHOOL,1
Colorado,ENGLEWOOD 1,Elementary Schools,C - Grade Schools,CHERRELYN ELEMENTARY SCHOOL,1
Colorado,ENGLEWOOD 1,Elementary Schools,C - Grade Schools,WM E BISHOP ELEMENTARY SCHOOL,1
Colorado,ENGLEWOOD 1,Elementary Schools,D - Grade Schools,CHARLES HAY WORLD SCHOOL,1
Colorado,ENGLEWOOD 1,High Schools,D - Grade Schools,ENGLEWOOD HIGH SCHOOL,1
Colorado,ENGLEWOOD 1,Middle Schools,B - Grade Schools,ENGLEWOOD LEADERSHIP ACADEMY,1
Colorado,ENGLEWOOD 1,Middle Schools,C - Grade Schools,ENGLEWOOD MIDDLE SCHOOL,1
Colorado,EXPEDITIONARY BOCES,Elementary Schools,C - Grade Schools,EXPEDITIONARY LEARNING SCHOOL,1
Colorado,EXPEDITIONARY BOCES,High Schools,C - Grade Schools,EXPEDITIONARY LEARNING SCHOOL,1
Colorado,EXPEDITIONARY BOCES,Middle Schools,B - Grade Schools,EXPEDITIONARY LEARNING SCHOOL,1
Colorado,FALCON 49,Elementary Schools,B - Grade Schools,MERIDIAN RANCH INTERNATIONAL SCHOOL,1
Colorado,FALCON 49,Elementary Schools,B - Grade Schools,SPRINGS RANCH ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,BANNING LEWIS RANCH ACADEMY,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,STETSON ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,RIDGEVIEW ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,REMINGTON ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,ODYSSEY ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,FALCON ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,EVANS INTERNATIONAL ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,C - Grade Schools,WOODMEN HILLS ELEMENTARY SCHOOL,1
Colorado,FALCON 49,Elementary Schools,D - Grade Schools,ROCKY MOUNTAIN CLASSICAL ACADEMY,1
Colorado,FALCON 49,Elementary Schools,D - Grade Schools,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1
Colorado,FALCON 49,Elementary Schools,F - Grade Schools,FALCON VIRTUAL ACADEMY,1
Colorado,FALCON 49,High Schools,C - Grade Schools,FALCON HIGH SCHOOL,1
Colorado,FALCON 49,High Schools,C - Grade Schools,VISTA RIDGE HIGH SCHOOL,1
Colorado,FALCON 49,High Schools,C - Grade Schools,SAND CREEK HIGH SCHOOL,1
Colorado,FALCON 49,High Schools,F - Grade Schools,FALCON VIRTUAL ACADEMY,1
Colorado,FALCON 49,Middle Schools,A - Grade Schools,BANNING LEWIS RANCH ACADEMY,1
Colorado,FALCON 49,Middle Schools,B - Grade Schools,ROCKY MOUNTAIN CLASSICAL ACADEMY,1
Colorado,FALCON 49,Middle Schools,B - Grade Schools,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1
Colorado,FALCON 49,Middle Schools,C - Grade Schools,SKYVIEW MIDDLE SCHOOL,1
Colorado,FALCON 49,Middle Schools,C - Grade Schools,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1
Colorado,FALCON 49,Middle Schools,C - Grade Schools,HORIZON MIDDLE SCHOOL,1
Colorado,FALCON 49,Middle Schools,C - Grade Schools,FALCON MIDDLE SCHOOL,1
Colorado,FALCON 49,Middle Schools,F - Grade Schools,FALCON VIRTUAL ACADEMY,1
Colorado,FORT MORGAN RE-3,Elementary Schools,B - Grade Schools,GREEN ACRES ELEMENTARY SCHOOL,1
Colorado,FORT MORGAN RE-3,Elementary Schools,C - Grade Schools,PIONEER ELEMENTARY SCHOOL,1
Colorado,FORT MORGAN RE-3,Elementary Schools,C - Grade Schools,COLUMBINE ELEMENTARY SCHOOL,1
Colorado,FORT MORGAN RE-3,Elementary Schools,C - Grade Schools,BAKER CENTRAL SCHOOL,1
Colorado,FORT MORGAN RE-3,High Schools,D - Grade Schools,FORT MORGAN HIGH SCHOOL,1
Colorado,FORT MORGAN RE-3,Middle Schools,B - Grade Schools,FORT MORGAN MIDDLE SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,B - Grade Schools,WEIKEL ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,ARAGON ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,MOUNTAINSIDE ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,JORDAHL ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,MESA ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,EAGLESIDE ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,ABRAMS ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,Elementary Schools,C - Grade Schools,PATRIOT ELEMENTARY SCHOOL,1
Colorado,FOUNTAIN 8,High Schools,C - Grade Schools,FOUNTAIN-FORT CARSON HIGH SCHOOL,1
Colorado,FOUNTAIN 8,Middle Schools,C - Grade Schools,FOUNTAIN MIDDLE SCHOOL,1
Colorado,FOUNTAIN 8,Middle Schools,C - Grade Schools,CARSON MIDDLE SCHOOL,1
Colorado,FOWLER R-4J,Elementary Schools,C - Grade Schools,FOWLER ELEMENTARY SCHOOL,1
Colorado,FOWLER R-4J,High Schools,B - Grade Schools,FOWLER HIGH SCHOOL,1
Colorado,FOWLER R-4J,Middle Schools,D - Grade Schools,FOWLER JUNIOR HIGH SCHOOL,1
Colorado,FREMONT RE-2,Elementary Schools,C - Grade Schools,FREMONT ELEMENTARY SCHOOL,1
Colorado,FREMONT RE-2,Elementary Schools,F - Grade Schools,PENROSE ELEMENTARY SCHOOL,1
Colorado,FREMONT RE-2,High Schools,C - Grade Schools,FLORENCE HIGH SCHOOL,1
Colorado,FREMONT RE-2,Middle Schools,D - Grade Schools,FREMONT MIDDLE SCHOOL,1
Colorado,FRENCHMAN RE-3,Elementary Schools,C - Grade Schools,FLEMING ELEMENTARY SCHOOL,1
Colorado,FRENCHMAN RE-3,High Schools,C - Grade Schools,FLEMING HIGH SCHOOL,1
Colorado,FRENCHMAN RE-3,Middle Schools,C - Grade Schools,FLEMING HIGH SCHOOL,1
Colorado,GARFIELD 16,High Schools,B - Grade Schools,GRAND VALLEY HIGH SCHOOL,1
Colorado,GARFIELD 16,Middle Schools,C - Grade Schools,GRAND VALLEY MIDDLE SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,B - Grade Schools,GRAHAM MESA ELEMENTARY SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,B - Grade Schools,KATHRYN SENOR ELEMENTARY SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,B - Grade Schools,ELK CREEK ELEMENTARY,1
Colorado,GARFIELD RE-2,Elementary Schools,C - Grade Schools,RIFLE MIDDLE SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,C - Grade Schools,HIGHLAND ELEMENTARY SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,C - Grade Schools,WAMSLEY ELEMENTARY SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,C - Grade Schools,CACTUS VALLEY ELEMENTARY SCHOOL,1
Colorado,GARFIELD RE-2,Elementary Schools,D - Grade Schools,RIVERSIDE SCHOOL,1
Colorado,GARFIELD RE-2,High Schools,C - Grade Schools,RIFLE HIGH SCHOOL,1
